Feed,Level,Severity,Rule,Attribute,Operator,Value,EffectiveDate,ExpirationDate,Validation Type,Threshold Type,Min Max,Comment,Notification
L1_V_CALYPSO_MPE_POS_LVL_COL,Attribute,Warning,"{NONEMPTY(ISIN) if ELIGIBLE_COLLATERAL_GROUP.upper() not in ['CASH', 'LOC'] else True}",N.A.,,,,,Warning,Absolute,,"ISIN cannot be null when ELIGIBLE_COLLATERAL_GROUP not in (""CASH"",""LOC"")",
L1_V_CALYPSO_MPE_POS_LVL_COL,Attribute,Warning,"{NONEMPTY(CUSIP) if ELIGIBLE_COLLATERAL_GROUP.upper() not in ['CASH', 'LOC'] else True}",N.A.,,,,,Warning,Absolute,,"CUSIP cannot be null when ELIGIBLE_COLLATERAL_GROUP not in (""CASH"",""LOC"")",
L1_V_CALYPSO_MPE_POS_LVL_COL,Attribute,Warning,NONEMPTY,COLLATERAL_REFERENCE,,,,,Warning,Absolute,,"Attribute ""Collateral Reference"" cannot be null",
L1_V_CALYPSO_MPE_POS_LVL_COL,Attribute,Warning,NONEMPTY,BOOK,,,,,Warning,Absolute,,"Attribute ""Book"" cannot be null",
L1_V_CALYPSO_MPE_POS_LVL_COL,Attribute,Critical,{ISNUMBER(PRE_HRCT_MKT_VAL_CLLTRL)},PRE_HRCT_MKT_VAL_CLLTRL,,,,,Warning,Absolute,,"Attribute ""Pre haircut Market Value of Collateral"" is float",
L1_V_CALYPSO_MPE_POS_LVL_COL,Attribute,Critical,{ISNUMBER(NOTIONAL_AMOUNT)},NOTIONAL_AMOUNT,,,,,Warning,Absolute,,"Attribute ""Notional Amount"" is float",
BMO_Collateral_Position_Summary_Bilateral_Report,Attribute,Warning,"{NONEMPTY(ISIN) if REF2('Eligible Collateral Group').upper() not in ['CASH', 'LOC'] else True}",N.A.,,,,,Warning,Absolute,,"ISIN cannot be null when ELIGIBLE_COLLATERAL_GROUP not in (""CASH"",""LOC"")",
BMO_Collateral_Position_Summary_Bilateral_Report,Attribute,Warning,"{NONEMPTY(CUSIP) if REF2('Eligible Collateral Group').upper() not in ['CASH', 'LOC'] else True}",N.A.,,,,,Warning,Absolute,,"CUSIP cannot be null when ELIGIBLE_COLLATERAL_GROUP not in (""CASH"",""LOC"")",
BMO_Collateral_Position_Summary_Bilateral_Report,Attribute,Warning,NONEMPTY,Collateral Reference,,,,,Warning,Absolute,,"Attribute ""Collateral Reference"" cannot be null",
BMO_Collateral_Position_Summary_Bilateral_Report,Attribute,Warning,"{DATEFORMAT(REF2('Maturity'),'dd/MMM/yy') if NONEMPTY(REF2('Maturity')) else True}",Maturity,,,,,Warning,Absolute,,"Attribute ""Maturity"" must be in the format of ""DD-Mon-YY"" if NOT EMPTY. For example ""01-Dec-46"" ",
BMO_Collateral_Position_Summary_Bilateral_Report,Attribute,Critical,NONEMPTY,Notional,,,,,Warning,Absolute,,"Attribute ""Notional"" cannot be null",
BMO_Collateral_Position_Summary_Bilateral_Report,Attribute,Critical,{ISNUMBER(REF2('Market Value in Collateral Ccy'))},Market Value in Collateral Ccy,,,,,Warning,Absolute,,"Attribute ""Market Value in Collateral Ccy"" is float",
BMO_Collateral_Position_Summary_Bilateral_Report,Attribute,Critical,{ISNUMBER(REF2('Notional'))},Notional,,,,,Warning,Absolute,,"Attribute ""Notional"" is float",
