Feed,Level,Severity,Rule,Attribute,Operator,Value,EffectiveDate,ExpirationDate,Validation Type,Threshold Type,Min Max,Comment,Notification
bcl_report,Attribute,Warning,NONEMPTY,REPL_CST_BFR_NET_AMT,,,,,Warning,Absolute,,REPL_CST_BFR_NET_AMT cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,INTR_BNK_CNTRPRTY_IND,,,,,Warning,Absolute,,INTR_BNK_CNTRPRTY_IND cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,{NONEMPTY(BSL_REC_TYP) and BSL_REC_TYP=='EXP'},N.A.,,,,,Warning,Absolute,,"BSL_REC_TYP cannot be null and BSL_REC_TYP is hardcoded to ""EXP""",CCRCapital@bmo.com
bcl_report,Attribute,Warning,{NONEMPTY(VAR_REC_IND) and VAR_REC_IND=='N'},N.A.,,,,,Warning,Absolute,,"VAR_REC_IND cannot be null and VAR_REC_IND is hardcoded to ""N""",CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,RW_PRE_CRM,,,,,Warning,Absolute,,RW_PRE_CRM cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,RW_POST_CRM,,,,,Warning,Absolute,,RW_POST_CRM cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,GUAR_CR_DERIV_OR_COLL_IND,,,,,Warning,Absolute,,GUAR_CR_DERIV_OR_COLL_IND cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,BOR_RRS_CD,,,,,Warning,Absolute,,BOR_RRS_CD cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,BLTRL_IND,,,,,Warning,Absolute,,BLTRL_IND cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,CCP_IND,,,,,Warning,Absolute,,CCP_IND cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,QCCP_IND,,,,,Warning,Absolute,,QCCP_IND cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,AVC_APLBL_IND,,,,,Warning,Absolute,,AVC_APLBL_IND cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,BCAR_RPTG_CGY,,,,,Warning,Absolute,,BCAR_RPTG_CGY cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,EXP_RRM,,,,,Warning,Absolute,,EXP_RRM cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,SA_CCR_EFF_NTNL_AMT,,,,,Warning,Absolute,,SA_CCR_EFF_NTNL_AMT cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,SA_CCR_REPL_CST_AMT,,,,,Warning,Absolute,,SA_CCR_REPL_CST_AMT cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,SA_CCR_POT_EXP_AMT,,,,,Warning,Absolute,,SA_CCR_POT_EXP_AMT cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,MRGN_IND,,,,,Warning,Absolute,,MRGN_IND cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,SA_CCR_AST_CLS_CGY,,,,,Warning,Absolute,,SA_CCR_AST_CLS_CGY cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,FAC_PRIM_TYP,,,,,Warning,Absolute,,FAC_PRIM_TYP cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,FAC_BOOK_TRANSIT_NBR,,,,,Warning,Absolute,,FAC_BOOK_TRANSIT_NBR cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,FAC_COMMIT_IND,,,,,Warning,Absolute,,FAC_COMMIT_IND cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,FAC_SHARED_LINK_IND,,,,,Warning,Absolute,,FAC_SHARED_LINK_IND cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,FAC_STATUS_CD,,,,,Warning,Absolute,,FAC_STATUS_CD cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,FAC_CASH_MSEC_TYP,,,,,Warning,Absolute,,FAC_CASH_MSEC_TYP cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,FAC_PRIM_COLL_TYP,,,,,Warning,Absolute,,FAC_PRIM_COLL_TYP cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,FAC_SNR_PROF_TYP,,,,,Warning,Absolute,,FAC_SNR_PROF_TYP cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,FAC_SYN_IND,,,,,Warning,Absolute,,FAC_SYN_IND cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,FAC_SYN_ROLE_CD,,,,,Warning,Absolute,,FAC_SYN_ROLE_CD cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,FAC_AUTH_AMT,,,,,Warning,Absolute,,FAC_AUTH_AMT cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,NONEMPTY,RATE_AGNC_NAME,,,,,Warning,Absolute,,RATE_AGNC_NAME cannot be null,CCRCapital@bmo.com
bcl_report,Attribute,Warning,"{NONEMPTY(CR_VALTN_ADJ_AMT_CURR_CD) if OSFI_EXP_TYP in ['OTCDRV', 'EXCDRV'] and (EMPTY(QCCP_IND) or QCCP_IND == 'N') else True}",N.A.,,,,,Warning,Absolute,,"CR_VALTN_ADJ_AMT_CURR_CD cannot be null if OSFI_EXP_TYP is OTCDRV or EXCDRV, and QCCP_IND is null or 'N'.",CCRCapital@bmo.com
bcl_report,Attribute,Warning,"{(NONEMPTY(GL_ACCT_NO) and len(GL_ACCT_NO) == 9) if (BSL_REC_TYP=='EXP' and HLD_TRD_BK_IND=='Y' and OSFI_EXP_TYP in ['OTCDRV','EXCDRV']) else True}",N.A.,,,,,Warning,Absolute,,"GL_ACCT_NO cannot be null and must be 9 characters in length, for BSL_REC_TYP =""EXP"", and HLD_TRD_BK_IND =""Y"", and OSFI_EXP_TYP: OTCDRV/EXCDRV",CCRCapital@bmo.com
bcl_report,Attribute,Warning,"{(NONEMPTY(HLD_TRD_BK_IND) and HLD_TRD_BK_IND in ['Y','N','M']) if OSFI_EXP_TYP in ['REPOST','OTCDRV','EXCDRV'] else True}",N.A.,,,,,Warning,Absolute,,"HLD_TRD_BK_IND must be 'Y', 'N' or 'M' for OSFI_EXP_TYP REPOST/OTCDRV/EXCDRV, and cannot be null.",CCRCapital@bmo.com
bcl_report,Attribute,Warning,{NONEMPTY(CR_VALTN_ADJ_AMT) if QCCP_IND != 'Y' else True},N.A.,,,,,Warning,Absolute,,CR_VALTN_ADJ_AMT cannot be null if QCCP_IND <> 'Y',CCRCapital@bmo.com
bcl_report,Attribute,Warning,{RSK_TYP_CD.upper()=='DER'},N.A.,,,,,Warning,Absolute,,"RSK_TYP_CD is hardcoded to ""DER""",
bcl_report,Attribute,Warning,{LNDR_HOST_CD.upper()=='BMO'},N.A.,,,,,Warning,Absolute,,"LNDR_HOST_CD is hardcoded to ""BMO""",
