Feed,Level,Severity,Rule,Attribute,Operator,Value,EffectiveDate,ExpirationDate,Validation Type,Threshold Type,Min Max,Comment,Notification
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{REF2(""BMO_GUAR_CCP_TO_CLIENT_IND"") in ['Y', 'N'] or EMPTY(REF2(""BMO_GUAR_CCP_TO_CLIENT_IND""))}",BMO_GUAR_CCP_TO_CLIENT_IND,,,,,Warning,Absolute,Max,BMO_GUAR_CCP_TO_CLIENT_IND can be Null or Y or N,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{REF2(""CLIENT_LEG_CLEARED_QCCP_IND"") in ['Y', 'N'] or EMPTY(REF2(""CLIENT_LEG_CLEARED_QCCP_IND""))}",CLIENT_LEG_CLEARED_QCCP_IND,,,,,Warning,Absolute,Max,CLIENT_LEG_CLAERED_QCCP_IND can be Null or Y or N,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{REF2(""CCP_LEG_SEG_IND"") in ['Y', 'N'] or EMPTY(REF2(""CCP_LEG_SEG_IND""))}",CCP_LEG_SEG_IND,,,,,Warning,Absolute,Max,CCP_LEG_SEG_IND can be Null or Y or N,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{REF2(""SACCR_LR_EXEMPT_CCP_LEG_IND"") in ['Y', 'N'] or EMPTY(REF2(""SACCR_LR_EXEMPT_CCP_LEG_IND""))}",SACCR_LR_EXEMPT_CCP_LEG_IND,,,,,Warning,Absolute,Max,SACCR_LR_EXEMPT_CCP_LEG_IND can be Null or Y or N,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{REF2(""DEFAULT_EXP_IND"") in ['Y', 'N'] or EMPTY(REF2(""DEFAULT_EXP_IND""))}",DEFAULT_EXP_IND,,,,,Warning,Absolute,Max,DEFAULT_EXP_IND can be Null or Y or N,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{REF2(""CR_DRV_USED_FOR_CRM_IND"") in ['Y', 'N'] or EMPTY(REF2(""CR_DRV_USED_FOR_CRM_IND""))}",CR_DRV_USED_FOR_CRM_IND,,,,,Warning,Absolute,Max,CR_DRV_USED_FOR_CRM_IND  can be Null or Y or N,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{REF2(""QLFY_TXN_CDS_IND"") in ['Y', 'N'] or EMPTY(REF2(""QLFY_TXN_CDS_IND""))}",QLFY_TXN_CDS_IND,,,,,Warning,Absolute,Max,QLFY_TXN_CDS_IND  can be Null or Y or N,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{REF2(""FACILITY_PRIMARY_BORROWER_IND"") in ['Y', 'N'] or EMPTY(REF2(""FACILITY_PRIMARY_BORROWER_IND""))}",FACILITY_PRIMARY_BORROWER_IND,,,,,Warning,Absolute,Max,FACILITY_PRIMARY_BORROWER_IND  can be Null or Y or N,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{REF2(""QCCP_RWA_CAP_IND"") in ['Y', 'N'] or EMPTY(REF2(""QCCP_RWA_CAP_IND""))}",QCCP_RWA_CAP_IND,,,,,Warning,Absolute,Max,QCCP_RWA_CAP_IND  can be Null or Y or N,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{REF2(""SACVA_IND"") in ['Y', 'N'] or EMPTY(REF2(""SACVA_IND""))}",SACVA_IND,,,,,Warning,Absolute,Max,SACVA_IND  can be Null or Y or N,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{REF2(""BUY_SELL_CD"") in ['B', 'S'] or EMPTY(REF2(""BUY_SELL_CD""))}",BUY_SELL_CD,,,,,Warning,Absolute,Max,BUY_SELL_CD  can be Null or B or S,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{REF2(""AVC_IND"") in ['Y', 'N'] or EMPTY(REF2(""AVC_IND""))}",AVC_IND,,,,,Warning,Absolute,Max,AVC_IND  can be Null or Y or N,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,NONEMPTY,LEGL_ENTITY_CD,,,,,Warning,Absolute,Max,LEGL_ENTITY_CD cannot be Null,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,NONEMPTY,TRANSIT,,,,,Warning,Absolute,Max,TRANSIT canot be Null,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,NONEMPTY,RESP_CENTRE,,,,,Warning,Absolute,Max,RESP_CENTRE cannot be Null,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{ REF2(""OSFI_EXPOSURE_TYPE"") in ['OTCDRV', 'EXCDRV']}",OSFI_EXPOSURE_TYPE,,,,,Warning,Absolute,Max,OSFI_EXPOSURE_TYP can only be OTCDRV or EXCDRV,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{ REF2(""BSL_CREDIT_RISK_APPROACH"") in ['STND', 'FIRB', 'AIRB']}",BSL_CREDIT_RISK_APPROACH,,,,,Warning,Absolute,Max,BSL_CREDIT_RISK_APPROACH can only be STND or FIRB or AIRB,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{NONEMPTY(REF2(""STND_RW"")) and ISNUMBER(REF2(""STND_RW"")) and NUMBER_BETWEEN(REF2(""STND_RW""), 0, 1.5)}",STND_RW,,,,,Warning,Absolute,Max,STND_RW cannot be empty and 0 <= STND_RW <= 1.5,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{NONEMPTY(REF2(""PD"")) and ISNUMBER(REF2(""PD"")) and (NUMBER_BETWEEN(REF2(""PD""), 0, 1) if REF2(""BSL_CREDIT_RISK_APPROACH"") in ['FIRB', 'AIRB'] else True)}",PD,,,,,Warning,Absolute,Max,PD cannot be empty and 0 <= PD <= 1 Êwhen BSL_CREDIT_RISK_APPROACH = FIRB or AIRB,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{NONEMPTY(REF2(""FIRB_LGD"")) and ISNUMBER(REF2(""FIRB_LGD"")) and (NUMBER_BETWEEN(REF2(""FIRB_LGD""), 0, 1) if REF2(""BSL_CREDIT_RISK_APPROACH"") =='FIRB' else True)}",FIRB_LGD,,,,,Warning,Absolute,Max,FIRB_LGD cannot be empty and 0 <= FIRB_LGD <=1 when BSL_CREDIT_RISK_APPROACH = FIRB,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,"{NONEMPTY(REF2(""AIRB_LGD"")) and ISNUMBER(REF2(""AIRB_LGD"")) and (NUMBER_BETWEEN(REF2(""AIRB_LGD""), 0, 1) if REF2(""BSL_CREDIT_RISK_APPROACH"") == 'AIRB' else True)}",AIRB_LGD,,,,,Warning,Absolute,Max,AIRB_LGD cannot be empty and 0 <= AIRB_LGD <= 1 when BSL_CREDIT_RISK_APPROACH = AIRB,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,ISNUMBER,UEN,,,,,Warning,Absolute,Max,UEN is number,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,ISNUMBER,PRIMARY_CONNECTION_UEN,,,,,Warning,Absolute,Max,PRIMARY_CONNECTION_UEN is number,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,ISNUMBER,PRIMARY_GUARANTOR_UEN,,,,,Warning,Absolute,Max,PRIMARY_GUARANTOR_UEN is number,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,ISNUMBER,FACILITY_ID,,,,,Warning,Absolute,Max,FACILITY_ID is number,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,ISNUMBER,RISK_RTG,,,,,Warning,Absolute,Max,RISK_RTG is number,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,ISNUMBER,SIC_CAD_CD,,,,,Warning,Absolute,Max,SIC_CAD_CD is number,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,ISNUMBER,SIC_US_CD,,,,,Warning,Absolute,Max,SIC_US_CD is number,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,ISNUMBER,NAICS_CD,,,,,Warning,Absolute,Max,NAICS_CD is number,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,ISNUMBER,NIC_CD,,,,,Warning,Absolute,Max,NIC_CD is number,CCRCapital@bmo.com
saccr_report_OSFI-BFG-NEW,Attribute,Warning,ISNUMBER,TRANSIT,,,,,Warning,Absolute,Max,TRANSIT is number,CCRCapital@bmo.com
